year,state,demVotes,gopVotes,otherVotes,totalVotes,demShareTotal,gopShareTotal,demShareTwoParty,gopShareTwoParty,differenceTotal,differenceTwoParty
2020,NH,424921,365654,13855,804430,0.5282261974317218,0.45455042701042975,0.5374834772159505,0.4625165227840496,0.015041212814916771,0.01477625999640697
1976,NJ,1444653,1509688,60131,3014472,0.4792391503387658,0.500813409446165,0.48899331526049294,0.511006684739507,-0.0210692636991206,-0.021510837400682714
1980,NJ,1147364,1546557,281763,2975684,0.3855799204485422,0.5197315978443948,0.4259085548536872,0.5740914451463127,-0.024619382645162335,-0.02106894637653889
1984,NJ,1261323,1933630,22909,3217862,0.3919754793710855,0.6009051973018109,0.39478608918503655,0.6052139108149635,-0.013487726709381198,-0.013460232585308152
1988,NJ,1320352,1743192,36009,3099553,0.4259814237730408,0.5624010946094485,0.43098842386464825,0.5690115761353517,-0.030515173854401778,-0.029996141675230403
1992,NJ,1436206,1356865,550523,3343594,0.42953959123027496,0.40581033462794824,0.5142031835209345,0.48579681647906553,-0.0002347639356727882,-0.02059670952932502
1996,NJ,1652361,1103099,320400,3075860,0.5372029286118354,0.3586310820388444,0.599667932033127,0.40033206796687304,0.045430052767210405,0.052304306146034985
2000,NJ,1788850,1284173,114203,3187226,0.5612560891508792,0.40291243859079967,0.5821140941672093,0.4178859058327907,0.07831131299876859,0.07945327047374118
2004,NJ,1911430,1670003,30258,3611691,0.5292340900702746,0.4623881168128724,0.5337053631884221,0.46629463681157796,0.0467792363704827,0.046097106701037394
2008,NJ,2215422,1613207,39608,3868237,0.5727213715188599,0.4170393385927491,0.5786462987142394,0.4213537012857605,0.04389125406262995,0.041757861614756475
2012,NJ,2122786,1478088,37625,3638499,0.5834235491063761,0.4062356482714438,0.5895196555058577,0.4104803444941423,0.07312726963534588,0.06993660326656626
2016,NJ,2148278,1601933,123835,3874046,0.554530844496942,0.4135038665002945,0.5728419014290129,0.4271580985709871,0.07309961950947297,0.061709526863097386
2020,NJ,2608271,1883140,72617,4564028,0.5714844431278686,0.41260483064521075,0.5807241866754123,0.41927581332458774,0.05829945851106355,0.05801696945586876
1976,NM,201148,211419,4023,416590,0.4828440433039679,0.5074989798122854,0.4875523248345117,0.5124476751654883,-0.01746437073391849,-0.02295182782666394
1980,NM,167826,250779,37632,456237,0.36784828937591646,0.5496682645204137,0.4009173325688895,0.5990826674311105,-0.0423510137177881,-0.04606016866133661
1984,NM,201769,307101,5500,514370,0.392264323347007,0.5970429846219647,0.39650401870811797,0.603495981291882,-0.013198882733459705,-0.011742303062226733
1988,NM,244497,270341,6549,521387,0.4689357425482415,0.5185035300074609,0.4749008425951464,0.5250991574048536,0.012439144920798895,0.013916277055267767
1992,NM,261617,212824,95545,569986,0.45898846638338486,0.37338460944654783,0.5514215676975641,0.44857843230243594,0.02921411121743711,0.016621674647304574
1996,NM,273495,232751,49828,556074,0.4918320223567367,0.4185611986893831,0.5402413056103159,0.4597586943896841,0.0000591465121116963,-0.007122320276776062
2000,NM,286783,286417,25405,598605,0.47908554054844177,0.47847411899332615,0.5003192602930914,0.49968073970690857,-0.0038592356036688535,-0.0023415634003767227
2004,NM,370942,376930,8432,756304,0.490466796420487,0.498384247604138,0.49599664113645114,0.5040033588635489,0.008011942720695164,0.008388384649066438
2008,NM,472422,346832,10904,830158,0.5690748026279335,0.4177903483433274,0.5766490001879759,0.4233509998120241,0.04024468517170354,0.03976056308849296
2012,NM,415335,335788,32635,783758,0.5299276052046678,0.4284332663909013,0.5529520464690869,0.44704795353091303,0.019631325733637572,0.033368994229795446
2016,NM,385234,319667,93418,798319,0.48255647178634103,0.40042514333242724,0.5465079493432411,0.4534920506567589,0.0011252467988719927,0.03537557477732556
2020,NM,501614,401894,20457,923965,0.5428928584957222,0.43496669246129455,0.5551849015171975,0.4448150984828026,0.029707873878917157,0.032477684297653964
1976,NV,92479,101273,8124,201876,0.4580980403812241,0.5016594345043492,0.4773060407118378,0.5226939592881622,-0.0422103736566623,-0.03319811194933786
1980,NV,66666,155017,22009,243692,0.2735666332912037,0.6361185430789685,0.3007267133699923,0.6992732866300078,-0.13663266980250088,-0.14625078786023382
1984,NV,91655,188770,2292,282717,0.32419345140193195,0.6676995016217631,0.3268431844521708,0.6731568155478291,-0.08126975467853476,-0.08140313731817389
1988,NV,132738,206040,4355,343133,0.38684125397440644,0.6004668743606706,0.39181410835414343,0.6081858916458566,-0.06965534365303616,-0.06917045718573522
1992,NV,189148,175828,141342,506318,0.3735754999822246,0.34726792253089955,0.5182477751961773,0.48175222480382274,-0.05619885518372314,-0.016552117854082282
1996,NV,203974,199244,61061,464279,0.43933496884416484,0.4291471292046377,0.5058653135524703,0.4941346864475296,-0.05243790700046014,-0.041498312334621645
2000,NV,279978,301575,27873,609426,0.4594126276200884,0.49485089247915254,0.4814316150032757,0.5185683849967243,-0.023532148532022235,-0.021229208690192403
2004,NV,397190,418690,13707,829587,0.4787804051895702,0.504696915453111,0.486824042751385,0.513175957248615,-0.0036744485102216395,-0.0007842137359996837
2008,NV,533736,412827,21285,967848,0.551466759243187,0.42654115108984053,0.563867381251961,0.43613261874803894,0.022636641786957012,0.026978944152478035
2012,NV,531373,463567,19978,1014918,0.5235624947040056,0.4567531564126363,0.5340754216334653,0.46592457836653467,0.013266215232975442,0.014492369394173865
2016,NV,539260,512058,74067,1125385,0.4791782367811904,0.4550069531760242,0.512937094199852,0.487062905800148,-0.0022529882062786166,0.001804719633936469
2020,NV,703486,669890,32000,1405376,0.5005678195728402,0.4766624732455941,0.512231173400438,0.48776882659956194,-0.012617165043964818,-0.010476043819105496
1976,NY,3389558,3100791,177913,6668262,0.508312060923821,0.4650073737354651,0.5222458761462596,0.4777541238537404,0.008003646885934579,0.011741723485083955
1980,NY,2728372,2893831,579756,6201959,0.4399209991552669,0.4665995050918589,0.48528521648898126,0.5147147835110187,0.02972169606156233,0.03830771525875515
1984,NY,3119609,3664763,22438,6806810,0.45830704838242875,0.5383965469875022,0.45982281042372086,0.5401771895762791,0.05284384230196204,0.05157648865337616
1988,NY,3347882,3081871,55930,6485683,0.5161957499310404,0.47518064018855066,0.5206859423682372,0.4793140576317628,0.05969915230359785,0.05970137682835852
1992,NY,3444450,2346649,1288333,7079432,0.48654327070307335,0.3314741917148155,0.5947834771949159,0.40521652280508413,0.0567689155371256,0.05998358414465632
1996,NY,3756177,1933492,749460,6439129,0.5833361934510086,0.30027228837937553,0.6601749592111598,0.33982504078884024,0.09156331760638364,0.11281133332406779
2000,NY,4107697,2403374,449144,6960215,0.5901681198066439,0.34530168967481606,0.630878852342418,0.36912114765758197,0.10722334365453323,0.12821802864894993
2004,NY,4314280,2962567,171419,7448266,0.5792328039841756,0.3977525775798018,0.5928776570401989,0.40712234295980115,0.0967779502843838,0.1052694005528142
2008,NY,4804945,2752771,164303,7722019,0.622239468719256,0.3564833238561055,0.6357668110312692,0.36423318896873075,0.09340935126302596,0.09887837393178622
2012,NY,4471871,2485432,159481,7116784,0.6283555887041113,0.3492352725613142,0.6427592703666923,0.3572407296333076,0.11805930923308117,0.12317621812740087
2016,NY,4556124,2819534,426426,7802084,0.5839624387535433,0.36138216404745194,0.6177244118423061,0.38227558815769386,0.10253121376607421,0.10659203727639055
2020,NY,5244006,3250230,121969,8616205,0.6086213129794381,0.37722291890687376,0.6173605254198259,0.3826394745801741,0.09543632836263305,0.0946533082002824
1976,OH,2009959,2000626,99871,4110456,0.4889868666639419,0.48671631565938184,0.5011635459664862,0.4988364540335138,-0.011321547373944474,-0.009340606694689502
1980,OH,1752414,2206545,324644,4283603,0.40909813537809175,0.5151142624561613,0.4426451498992538,0.5573548501007461,-0.0011011677156128052,-0.004332351330972317
1984,OH,1825440,2678559,59236,4563235,0.40003199484576185,0.5869868634861014,0.40529316280931676,0.5947068371906832,-0.005431211234704858,-0.002953158961027935
1988,OH,1939629,2416549,37407,4393585,0.4414684136075665,0.5500175824525985,0.4452593534974925,0.5547406465025074,-0.0150281840198761,-0.01572521204238614
1992,OH,1984942,1894310,1060715,4939967,0.4018128056321024,0.383466124368847,0.5116816334695452,0.48831836653045485,-0.02796154953384533,-0.02311825958071434
1996,OH,2148222,1859883,526329,4534434,0.4737574744720069,0.4101687222705193,0.5359694918172054,0.4640305081827946,-0.01801540137261809,-0.011394134069886541
2000,OH,2183628,2350363,168007,4701998,0.46440428090356484,0.4998647383516539,0.4816127777933392,0.5183872222066608,-0.018540495248545785,-0.021048045900128876
2004,OH,2741165,2859764,26974,5627903,0.48706685243153625,0.508140243355296,0.4894125599521079,0.510587440047892,0.004611998731744393,0.0018043034647232115
2008,OH,2940044,2677820,90486,5708350,0.5150427006052537,0.4691057836327485,0.5233384076225412,0.47666159237745875,-0.013787416850976286,-0.013550029476941727
2012,OH,2827621,2661407,91794,5580822,0.5066674765831987,0.47688440878422567,0.5151405676924949,0.48485943230750506,-0.003628802887831517,-0.004442484546796521
2016,OH,2394164,2841005,261318,5496487,0.4355807627672002,0.5168765067578619,0.45732315422864095,0.5426768457713591,-0.04585046222026884,-0.05380922033727459
2020,OH,2679165,3154834,88203,5922202,0.45239338340705026,0.5327130010087464,0.45923302352297285,0.5407669764770272,-0.0607916012097548,-0.06347419369657065
1976,OK,532442,545708,14101,1092251,0.48747220190231,0.4996177618514426,0.49384779483374297,0.506152205166257,-0.012836212135576397,-0.01665635782743269
1980,OK,402026,695570,52112,1149708,0.3496766135401337,0.6049970949145348,0.366278667196309,0.633721332803691,-0.060522689553570874,-0.08069883403391709
1984,OK,385080,861530,9066,1255676,0.30667146620625063,0.6861085184394701,0.3089017415230104,0.6910982584769896,-0.09879173987421608,-0.09934458024733428
1988,OK,483423,678367,9246,1171036,0.41281651460757823,0.5792879125833877,0.41610187727558334,0.5838981227244167,-0.04368008301986437,-0.04488268826429531
1992,OK,473066,592929,324364,1390359,0.3402473749585539,0.4264574832830945,0.4437788169738132,0.5562211830261868,-0.08952698020739386,-0.09102107607644633
1996,OK,488105,582315,136293,1206713,0.40449137450247075,0.48256296236139,0.4559939089329422,0.5440060910670578,-0.08728150134215423,-0.09136971695414975
2000,OK,474276,744337,15616,1234229,0.38426904569573395,0.603078521084823,0.38919328777881085,0.6108067122211892,-0.09867573045637668,-0.11346753591465725
2004,OK,503966,959792,0,1463758,0.3442959833524394,0.6557040166475606,0.3442959833524394,0.6557040166475606,-0.13815887034735247,-0.14331227313494532
2008,OK,502496,960165,0,1462661,0.343549188773065,0.656450811226935,0.343549188773065,0.656450811226935,-0.18528092868316498,-0.19333924832641797
2012,OK,443547,891325,0,1334872,0.3322768025698344,0.6677231974301656,0.3322768025698344,0.6677231974301656,-0.1780194769011958,-0.18730624966945708
2016,OK,420375,949136,83481,1452992,0.2893168028454389,0.6532286481962736,0.30695262761671865,0.6930473723832813,-0.19211442214203012,-0.20417974694919688
2020,OK,503890,1020280,36529,1560699,0.32286174335986634,0.6537327184806295,0.3305996050309349,0.6694003949690651,-0.19032324125693872,-0.1921076121886086
1976,OR,490407,492120,47349,1029876,0.47618062757069785,0.4778439346096035,0.4991282682307967,0.5008717317692033,-0.02412778646718855,-0.011375884430378957
1980,OR,456890,571044,153582,1181516,0.3866981065004621,0.48331465676300617,0.44447406156426383,0.5555259384357362,-0.023501196593242457,-0.0025034396659622815
1984,OR,536479,685700,4348,1226527,0.43739681230009614,0.559058218856984,0.43895288660662635,0.5610471133933737,0.03193360621962943,0.030706564836281647
1988,OR,616206,560126,25362,1201694,0.5127811239799815,0.4661136695365043,0.5238368079759795,0.4761631920240204,0.056284526352538944,0.06285224243610088
1992,OR,621314,475757,365572,1462643,0.42478855058958337,0.32527212723815724,0.5663389151659282,0.43366108483407184,-0.004985804576364383,0.03153902211566861
1996,OR,649641,538152,189967,1377760,0.4715197131575891,0.3905992335384973,0.5469311571965823,0.45306884280341775,-0.020253162687035864,-0.00043246869050972414
2000,OR,720342,713577,100031,1533950,0.46959940024120733,0.46518921737996677,0.5023589198553057,0.4976410801446944,-0.01334537591090329,-0.0003019038381624206
2004,OR,943163,866831,26788,1836782,0.5134866304221187,0.47192916742433233,0.5210862577445008,0.4789137422554992,0.031031776722326876,0.033478001257116086
2008,OR,1037291,738475,52098,1827864,0.5674880625692065,0.40400981692292204,0.5841372117722718,0.4158627882277282,0.03865794511297649,0.047248774672788874
2012,OR,970488,754175,64607,1789270,0.54239326652769,0.42149871176513326,0.5627116717874738,0.43728832821252617,0.032096987056659865,0.04312861954818237
2016,OR,1002106,782403,216827,2001336,0.5007185200286208,0.39094035184496756,0.5615583894505436,0.43844161054945646,0.019287295041151786,0.050426014884628056
2020,OR,1340383,958448,75490,2374321,0.5645331865404888,0.4036724604634335,0.5830715698544173,0.4169284301455827,0.05134820192368372,0.06036435263487383
1976,PA,2328677,2205604,86506,4620787,0.5039567935072532,0.4773221531310575,0.513571390921736,0.486428609078264,0.0036483794693668026,0.0030672382605603232
1980,PA,1937540,2261872,362089,4561501,0.4247593062020594,0.49586134037896734,0.46138364132883364,0.5386163586711663,0.014560003108354813,0.014406140098607523
1984,PA,2228131,2584323,32449,4844903,0.45989176666694875,0.5334106792230928,0.4629926852287835,0.5370073147712165,0.054428560586482044,0.05474636345843881
1988,PA,2194944,2300087,41220,4536251,0.48386740504438575,0.5070457961872039,0.4883045300466226,0.5116954699533774,0.027370807416943144,0.027319964506743954
1992,PA,2239164,1791841,928805,4959810,0.45146164873251193,0.3612721051814485,0.5554852946101531,0.44451470538984694,0.02168729356656418,0.020685401559893513
1996,PA,2215819,1801169,484319,4501307,0.492261247677619,0.40014355830428805,0.5516120536083254,0.44838794639167456,0.0004883718329939946,0.004248427721233461
2000,PA,2485967,2281127,145091,4912185,0.5060817131276611,0.4643813292862545,0.5214847871680315,0.4785152128319685,0.023136936975550526,0.018823963474563388
2004,PA,2938095,2793847,37648,5769590,0.5092380914415062,0.484236661530542,0.5125828209706239,0.4874171790293761,0.026783237741714372,0.024974564483239203
2008,PA,3276363,2655885,81024,6013272,0.5448552801203738,0.4416705247991443,0.5522970381548445,0.4477029618451555,0.016025162664143777,0.01540860105536157
2012,PA,2990274,2680434,71332,5742040,0.520768577021407,0.46680866033674445,0.5273193400189182,0.4726806599810817,0.010472297550376819,0.00773628777962676
2016,PA,2926441,2970733,218228,6115402,0.4785361616456285,0.4857788580374602,0.4962446419250984,0.5037553580749017,-0.0028950633418405314,-0.014887732640817164
2020,PA,3460574,3378700,87092,6926366,0.49962332339931215,0.48780269480417293,0.505985576831693,0.49401442316830707,-0.013561661217492915,-0.01672164038785051
1976,RI,227636,181249,1699,410584,0.5544200455935935,0.4414419461060343,0.5567237731880602,0.4432762268119398,0.054111631555707085,0.04621962052688455
1980,RI,198342,154793,62832,415967,0.4768214786269103,0.3721280774676837,0.5616605547453524,0.43833944525464763,0.06662217553320576,0.11468305351512625
1984,RI,197106,212080,1303,410489,0.4801736465532572,0.5166520905554107,0.48170269755074707,0.5182973024492529,0.07471044047279052,0.07345637578040237
1988,RI,225123,177761,1738,404622,0.5563785459021012,0.43932608706397575,0.5587787055331063,0.4412212944668937,0.09988194827465863,0.09779413999322761
1992,RI,213299,131601,108465,453365,0.4704796356136888,0.29027604689378317,0.6184372281820818,0.38156277181791826,0.04070528044774102,0.08363733513182225
1996,RI,233050,104683,52514,390247,0.5971858848370392,0.26824805828103737,0.690042133874984,0.3099578661250159,0.10541300899241418,0.14267850798789206
2000,RI,249508,130555,29049,409112,0.6098770018967911,0.31911799213907194,0.6564911606759932,0.34350883932400683,0.12693222574468044,0.15383033698252513
2004,RI,259760,169046,8328,437134,0.5942342622628302,0.3867143713369356,0.6057751057587814,0.39422489424121865,0.11177940856303831,0.11816684927139665
2008,RI,296571,165391,9804,471766,0.6286400461245617,0.35057846474735355,0.6419813750914577,0.35801862490854225,0.09980992866833172,0.10509293799197472
2012,RI,279677,157204,9168,446049,0.627009588632639,0.35243661570813967,0.6401674597888212,0.3598325402111788,0.11671330916160882,0.1205844075495297
2016,RI,252525,180543,31076,464144,0.5440660657037472,0.3889805749939674,0.5831070409265982,0.41689295907340185,0.06263484071627812,0.07197466636068262
2020,RI,307486,199922,10349,517757,0.5938809132469479,0.3861309455980315,0.6059935988395926,0.3940064011604074,0.08069592863014285,0.08328638162004909
1976,SC,450807,346149,5627,802583,0.5616951766982355,0.43129371043244125,0.565661090449159,0.4343389095508409,0.06138676266034915,0.05515693778798336
1980,SC,428220,439277,20761,888258,0.4820896631384125,0.4945376230779796,0.4936270672982154,0.5063729327017845,0.07189036004470795,0.04664956606798931
1984,SC,344459,615539,8531,968529,0.3556517151267541,0.6355400819180427,0.3588122058587622,0.6411877941412378,-0.04981149095371262,-0.04943411591158248
1988,SC,370554,606443,9012,986009,0.37581198548897626,0.6150481385058352,0.37927854435581687,0.6207214556441831,-0.08068461213846634,-0.08170602118406178
1992,SC,525514,577507,125891,1228912,0.4276254117463252,0.46993356725298474,0.4764315457275972,0.5235684542724028,-0.002148943419622573,-0.05836834732266233
1996,SC,506152,573339,70691,1150182,0.44006252923450373,0.498476762807973,0.46888024078014545,0.5311197592198545,-0.05171034661012125,-0.07848338510694652
2000,SC,566037,786892,30973,1383902,0.40901523373764903,0.5686038462261056,0.4183789393234974,0.5816210606765027,-0.07392954241446159,-0.0842818843699707
2004,SC,661669,937974,18057,1617700,0.40901835939914694,0.5798194968164678,0.4136354174025079,0.586364582597492,-0.07343649430064492,-0.07397283908487678
2008,SC,862449,1034896,23624,1920969,0.4489656001736624,0.5387364397863786,0.4545557081079087,0.5454442918920913,-0.0798645172825676,-0.08233272899157429
2012,SC,865941,1071645,26532,1964118,0.4408803340736147,0.5456113125586141,0.44691745295434626,0.5530825470456537,-0.06941594539741547,-0.0726655992849452
2016,SC,855373,1155389,92265,2103027,0.4067341978966509,0.5493933268569543,0.4253974363947598,0.5746025636052402,-0.07469702709081816,-0.08573493817115574
2020,SC,1091541,1385103,36685,2513329,0.43430088142061785,0.5511029395674024,0.44073391250417904,0.559266087495821,-0.07888410319618722,-0.08197330471536446
1976,SD,147068,151505,2105,300678,0.48912125263570994,0.5038779026067753,0.4925696563319523,0.5074303436680477,-0.01118716140217646,-0.017934496329223337
1980,SD,103855,198343,25505,327703,0.3169180630021696,0.605252316884496,0.3436654114190034,0.6563345885809966,-0.09328124009153493,-0.1033120898112227
1984,SD,116113,200267,1487,317867,0.365287997810405,0.6300339450147389,0.3670048675643214,0.6329951324356786,-0.04017520827006171,-0.04124145420602332
1988,SD,145560,165415,2016,312991,0.4650612956922084,0.5284976245323348,0.468076211914141,0.5319237880858589,0.008564698064765786,0.00709164637426235
1992,SD,124888,136718,74648,336254,0.37140970813730095,0.4065914457523182,0.4773896623166135,0.5226103376833865,-0.0583646470286468,-0.05741023073364604
1996,SD,139333,150543,33950,323826,0.43027119502448846,0.46488855125900946,0.48066414604865526,0.5193358539513447,-0.06150168082013652,-0.06669947983843671
2000,SD,118804,190700,6765,316269,0.37564225390411327,0.6029677268401266,0.38385287427626136,0.6161471257237386,-0.10730252224799736,-0.11880794941720674
2004,SD,149244,232584,6387,388215,0.38443645917854796,0.5991113171824891,0.39086709198906316,0.6091329080109369,-0.09801839452124389,-0.09674116449832154
2008,SD,170924,203054,7997,381975,0.44747431114601743,0.5315897637279927,0.45704292765884624,0.5429570723411538,-0.08135580631021255,-0.07984550944063673
2012,SD,145039,210610,8166,363815,0.3986614075835246,0.5788931187554114,0.4078150086180476,0.5921849913819525,-0.1116348718875056,-0.11176804362124387
2016,SD,117458,227721,24914,370093,0.3173742815994899,0.615307503789588,0.3402814192056875,0.6597185807943126,-0.16405694338797916,-0.17085095536022804
2020,SD,150471,261043,11095,422609,0.3560525213613529,0.6176938967225024,0.365652201383185,0.634347798616815,-0.15713246325545216,-0.1570550158363585
1976,TN,825879,633969,16498,1476346,0.5594074830696869,0.4294176297426213,0.5657294458053167,0.4342705541946833,0.05909906903180051,0.05522529314414104
1980,TN,783051,787761,46804,1617616,0.4840771851910466,0.48698887745917446,0.4985007753951459,0.5014992246048541,0.07387788209734203,0.05152327416491981
1984,TN,711714,990212,10067,1711993,0.4157224941924412,0.5783972247550078,0.4181815190554701,0.5818184809445299,0.010259288111974518,0.009935197285125374
1988,TN,679794,947233,9223,1636250,0.4154585179526356,0.5789048128342246,0.4178135949802923,0.5821864050197078,-0.04103807967480699,-0.04317097055958635
1992,TN,933521,841300,207817,1982638,0.47084793088803906,0.42433364033171966,0.5259803664707596,0.4740196335292404,0.041073575722091304,-0.008819526579499914
1996,TN,909146,863530,121429,1894105,0.4799871179264085,0.4559039757563599,0.5128664234186056,0.48713357658139445,-0.011785757918216455,-0.03449720246848642
2000,TN,981720,1061949,32512,2076181,0.4728489471775341,0.5114915318076796,0.48037133214820993,0.5196286678517901,-0.010095828974576504,-0.022289491545258167
2004,TN,1036477,1384375,16467,2437319,0.4252529110879618,0.5679908949136325,0.4281455454525927,0.5718544545474072,-0.05720194261183004,-0.059462711034792004
2008,TN,1087437,1479178,33134,2599749,0.4182853806271298,0.5689695428289423,0.4236852819764554,0.5763147180235446,-0.11054473682910021,-0.11320315512302759
2012,TN,960709,1462330,35538,2458577,0.39075814993795194,0.5947871471993759,0.3964892847370595,0.6035107152629404,-0.11953812953307824,-0.12309376750223194
2016,TN,870695,1522925,114407,2508027,0.34716332798650096,0.6072203369421462,0.3637565695473801,0.6362434304526199,-0.13426789700096808,-0.14737580501853542
2020,TN,1143711,1852475,57665,3053851,0.37451434271023704,0.6066029416628381,0.38172229627933646,0.6182777037206635,-0.13867064190656803,-0.14098492094020704
1976,TX,2082319,1953300,36265,4071884,0.511389568072175,0.4797042351894111,0.5159850322837711,0.4840149677162289,0.011081154034288554,0.005480879622595469
1980,TX,1881147,2510705,149784,4541636,0.414200301389191,0.5528195126161586,0.4283265920618454,0.5716734079381546,0.0040009982954864465,-0.01865090916838069
1984,TX,1949276,3433428,14867,5397571,0.36113948292667203,0.636106129961051,0.36213694826986587,0.6378630517301341,-0.04432372315379468,-0.046109373500478834
1988,TX,2352748,3036829,37833,5427410,0.433493692203095,0.559535579585843,0.43653667068862734,0.5634633293113727,-0.023002905424347575,-0.024447894851251317
1992,TX,2281815,2496071,1376132,6154018,0.37078458334051023,0.40560021111410466,0.47757836834114503,0.522421631658855,-0.05898977182543752,-0.05722152470911451
1996,TX,2459683,2736167,415794,5611644,0.43831771937065145,0.48758741645050896,0.4733937661787773,0.5266062338212227,-0.05345515647397353,-0.07396985970831466
2000,TX,2433746,3799639,174252,6407637,0.37981958091571044,0.5929859946810345,0.3904372985143706,0.6095627014856294,-0.10312519523640018,-0.1122235251790975
2004,TX,2832704,4526917,51128,7410749,0.3822426046274135,0.6108582276906154,0.38489808102890083,0.6151019189710992,-0.10021224907237836,-0.10271017545848388
2008,TX,3528633,4479328,69834,8077795,0.4368312144588963,0.5545236045232641,0.4406406324905928,0.5593593675094072,-0.09199890299733371,-0.09624780460889015
2012,TX,3308124,4569843,115884,7993851,0.41383358283760857,0.5716697746805639,0.41992102784893615,0.5800789721510639,-0.09646269663342161,-0.09966202439035532
2016,TX,3877868,4685047,406311,8969226,0.4323525798101196,0.5223468557933538,0.45286774422028014,0.5471322557797199,-0.049078645177349445,-0.05826463034563539
2020,TX,5259126,5890347,168438,11317911,0.4646728534974343,0.5204447181109659,0.4716927876322047,0.5283072123677953,-0.04851213111937075,-0.051014429587338816
1976,UT,182110,337908,21200,541218,0.3364817873758818,0.6243473055219892,0.35019941617405553,0.6498005838259445,-0.1638266266620046,-0.16030473648712013
1980,UT,124266,439687,40199,604152,0.20568664839311962,0.7277754604801441,0.22034814957984086,0.7796518504201592,-0.20451265470058494,-0.22662935165038525
1984,UT,155369,469105,5182,629656,0.246752194849251,0.7450179145438144,0.24879978990318252,0.7512002100968175,-0.1587110112312157,-0.15944653186716218
1988,UT,207343,428442,11223,647008,0.320464352836441,0.6621896483505614,0.32612125168099276,0.6738787483190072,-0.13603224479100162,-0.1348633138588859
1992,UT,183429,322632,237937,743998,0.24654501759413333,0.4336463270062554,0.3624642088601967,0.6375357911398033,-0.18322933757181442,-0.17233568419006284
1996,UT,221633,361911,82085,665629,0.3329677643251721,0.54371278895601,0.3798051218074387,0.6201948781925614,-0.15880511151945287,-0.16755850407965328
2000,UT,203053,515096,52605,770754,0.26344722181136915,0.6683014295092857,0.2827449456867586,0.7172550543132414,-0.21949755434074147,-0.21991587800670948
2004,UT,241199,663742,22903,927844,0.25995641508701894,0.7153594785330293,0.2665356083987796,0.7334643916012205,-0.2224984386127729,-0.2210726480886051
2008,UT,327670,596030,28670,952370,0.3440574566607516,0.6258386971450172,0.35473638627259935,0.6452636137274007,-0.18477266079547838,-0.18215205082688363
2012,UT,251813,740600,25027,1017440,0.2474966582796037,0.727905331026891,0.2537381110485252,0.7462618889514748,-0.26279962119142647,-0.2658449411907663
2016,UT,310674,515211,305432,1131317,0.2746126859226901,0.4554081658810042,0.37617101654588714,0.6238289834541129,-0.20681853906477893,-0.1349613580200284
2020,UT,560282,865140,62867,1488289,0.37646048583306063,0.5812983902991959,0.39306394878148365,0.6069360512185163,-0.13672449878374443,-0.12964326843805984
1976,VA,813896,836554,46644,1697094,0.47958215632133516,0.4929332140706408,0.4931358114453634,0.5068641885546367,-0.020726257716551233,-0.017368341215812266
1980,VA,752174,989609,124249,1866032,0.40308740686118993,0.5303279900880585,0.4318413947087553,0.5681586052912446,-0.007111896232514625,-0.015136106521470793
1984,VA,796250,1337078,13307,2146635,0.3709293848278818,0.622871610683698,0.3732431206078015,0.6267568793921985,-0.03453382125258492,-0.035003201162543185
1988,VA,859799,1309162,22648,2191609,0.3923140487194568,0.5973519911626572,0.3964105394241759,0.6035894605758241,-0.0641825489079858,-0.06457402611570273
1992,VA,1038650,1150517,369962,2559129,0.4058607440265809,0.4495736635394308,0.4744498706585656,0.5255501293414344,-0.023913611139366853,-0.06035002239169396
1996,VA,1091060,1138350,187232,2416642,0.45147771163457395,0.471046187230049,0.4893940549293311,0.5106059450706689,-0.04029516421005103,-0.057969570957760896
2000,VA,1217290,1437490,84667,2739447,0.4443561054475593,0.5247372918694905,0.4585276369416675,0.5414723630583325,-0.0385886707045513,-0.04413318675180061
2004,VA,1454742,1716959,23714,3195415,0.4552591760381672,0.5373195656902156,0.4586630328646994,0.5413369671353006,-0.027195677661624673,-0.028945223622685312
2008,VA,1959532,1725005,38723,3723260,0.5262946987317566,0.46330500690255316,0.5318258440612755,0.46817415593872447,-0.0025354187244733817,-0.005062593038207441
2012,VA,1971820,1822522,60147,3854489,0.5115645679621864,0.4728310289638912,0.5196737668876448,0.48032623311235517,0.001268288491156233,0.00009071464835330723
2016,VA,1981473,1769443,231836,3982752,0.49751352833417695,0.44427647013924043,0.528263762771547,0.471736237228453,0.016082303346707905,0.017131388205631426
2020,VA,2413568,1962430,84526,4460524,0.5410951717780242,0.4399550366728214,0.551546869993999,0.4484531300060009,0.02791018716121918,0.02883965277445555
1976,VT,77798,100387,5717,183902,0.42304053245750456,0.5458722580504834,0.43661363189943037,0.5633863681005696,-0.07726788158038184,-0.07389052076174529
1980,VT,81952,94628,36719,213299,0.3842118340920492,0.4436401483363729,0.4641069203760335,0.5358930796239665,-0.025987469001655383,0.0171294191458074
1984,VT,95730,135865,2966,234561,0.408124112704158,0.579230988953833,0.41335089272220904,0.586649107277791,0.0026609066236912837,0.00510457095186434
1988,VT,115775,124331,3222,243328,0.47579809968437664,0.510960514203051,0.48218286923275555,0.5178171307672444,0.01930150205693404,0.021198303692876896
1992,VT,133592,88122,67987,289701,0.46113751764750555,0.30418258825478683,0.6025420135850691,0.39745798641493096,0.031363162481557794,0.06774212053480955
